Order_ID,Order_Date,Shipping_date,Aging,Ship_Mode,Product_Category,Product,jan_Sales,feb_sales,Quantity,Discount,Profit, Shipping_Cost ,Order_Priority,Customer_ID,Customer_Name,Segment,City,State,Country,Region,comments
AU-2015-379,1/3/2015,1/4/2015,1,First Class,Auto & Accessories,Car Media Players,140,222,3,0.04,43.2,$4.30 ,High,ER-00379,Estrada Kiefer,Consumer,Depok,Yogyakarta,Indonesia,Southeast Asia,
AU-2015-380,8/12/2015,8/19/2015,7,First Class,Auto & Accessories,Car Speakers,211,199,4,0.05,88.8,$8.90 ,High,CH-00380,Johnston Ducich,Consumer,Madrid,Madrid,Spain,South,
AU-2015-381,11/19/2015,11/20/2015,1,First Class,Auto & Accessories,Car Body Covers,117,111,2,0.02,32.3,$3.20 ,Critical,LL-00381,Freeman Castell,Corporate,Raipur,Uttarakhand,India,Central Asia,
AU-2015-382,3/18/2015,3/21/2015,3,First Class,Auto & Accessories,Car & Bike Care,118,33,2,0.02,33.3,$3.30 ,Medium,CH-00382,Oliver Dortch,Corporate,Matanzas,Matanzas,Cuba,Caribbean,
AU-2015-383,1/19/2015,1/22/2015,3,First Class,Auto & Accessories,Tyre,250,250,2,0.02,160,$16.00 ,Critical,ER-00383,Turner Becker,Consumer,Can Tho,T?nh C?n Th?,Vietnam,Southeast Asia,
AU-2015-384,5/12/2015,5/19/2015,7,First Class,Auto & Accessories,Bike Tyres,72,83,5,0.02,14.4,$1.40 ,Medium,OX-00384,Hudson Cox,Home Office,Morelia,Michoacán,Mexico,North,
AU-2015-385,12/26/2015,1/3/2016,8,First Class,Auto & Accessories,Car Mat,54,192,3,0.05,18,$1.80 ,Critical,ON-00385,Doyle Knutson,Home Office,San Diego,California,United States,West,
AU-2015-386,5/22/2015,6/1/2015,10,First Class,Auto & Accessories,Car Seat Covers,114,65,3,0.01,30.6,$3.10 ,Medium,RN-00386,Reed Bern,Corporate,Villeneuve-le-Roi,Ile-de-France,France,Central,
AU-2015-387,7/23/2015,7/29/2015,6,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,130,5,0.05,93.3,$9.30 ,Medium,EN-00387,Wall Olsen,Consumer,New York City,New York,United States,East,
AU-2015-388,4/17/2015,4/27/2015,10,First Class,Auto & Accessories,Car Media Players,140,220,1,0.02,57.2,$5.70 ,Medium,LL-00388,Mcclain O'Donnell,Corporate,Albury,New South Wales,Australia,Oceania,
AU-2015-389,2/13/2015,2/22/2015,9,First Class,Auto & Accessories,Car Speakers,211,104,4,0.04,97.2,$9.70 ,Medium,CY-00389,Simon Lacy,Corporate,Ilopango,San Salvador,El Salvador,Central,
AU-2015-390,6/26/2015,6/30/2015,4,First Class,Auto & Accessories,Car Body Covers,117,149,3,0.03,26.5,$2.60 ,Critical,CK-00390,Morton Mackendrick,Corporate,Torbali,Izmir,Turkey,EMEA,
AU-2015-391,5/24/2015,5/27/2015,3,First Class,Auto & Accessories,Car & Bike Care,118,222,1,0.03,34.5,$3.40 ,Critical,MI-00391,Hurst Shami,Consumer,Kaifeng,Henan,China,North Asia,
AU-2015-392,7/7/2015,7/8/2015,1,First Class,Auto & Accessories,Tyre,250,199,5,0.05,107.5,$10.80 ,High,CH-00392,Kerr Toch,Corporate,Houston,Texas,United States,Central,
AU-2015-393,1/29/2015,2/7/2015,9,First Class,Auto & Accessories,Bike Tyres,72,111,1,0.04,72,$7.20 ,High,RI-00393,Weiss Shariari,Consumer,Villa Alemana,Valparaíso,Chile,South,
AU-2015-394,1/29/2015,2/3/2015,5,First Class,Auto & Accessories,Car Mat,54,33,1,0.02,54,$5.40 ,High,LL-00394,Booker Russell,Consumer,Sydney,New South Wales,Australia,Oceania,
AU-2015-395,8/22/2015,8/24/2015,2,First Class,Auto & Accessories,Car Seat Covers,114,250,1,0.01,32.9,$3.30 ,High,EE-00395,Clarke Mcafee,Consumer,Tlalnepantla,México,Mexico,North,
AU-2015-396,10/22/2015,10/27/2015,5,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,83,2,0.05,127.9,$12.80 ,Critical,AN-00396,Fowler Flanagan,Corporate,Singapore,Singapore,Singapore,Southeast Asia,
AU-2015-397,1/10/2015,1/11/2015,1,First Class,Auto & Accessories,Car Media Players,140,192,5,0.05,25,$2.50 ,Critical,EN-00397,Carroll Dahlen,Consumer,Carora,Lara,Venezuela,South,
AU-2015-398,6/6/2015,6/14/2015,8,First Class,Auto & Accessories,Car Speakers,211,65,1,0.03,124.7,$12.50 ,High,LL-00398,Wells Castell,Consumer,Manila,National Capital,Philippines,Southeast Asia,
AU-2015-399,10/14/2015,10/16/2015,2,First Class,Auto & Accessories,Car Body Covers,117,130,3,0.04,23,$2.30 ,Medium,LL-00399,Short O'Connell,Corporate,Manila,National Capital,Philippines,Southeast Asia,
AU-2015-400,7/26/2015,8/4/2015,9,First Class,Auto & Accessories,Car & Bike Care,118,220,3,0.02,30.9,$3.10 ,Critical,TZ-00400,Padilla Kunitz,Home Office,Dublin,Dublin,Ireland,North,
AU-2015-401,7/21/2015,7/24/2015,3,First Class,Auto & Accessories,Tyre,250,104,1,0.01,167.5,$16.80 ,High,ON-00401,Morgan Bertelson,Consumer,San Francisco,California,United States,West,
AU-2015-402,3/1/2015,3/6/2015,5,First Class,Auto & Accessories,Bike Tyres,72,149,4,0.01,18,$1.80 ,Critical,ER-00402,Drake Macallister,Consumer,Nice,Provence-Alpes-Côte d'Azur,France,Central,
AU-2015-403,1/17/2015,1/23/2015,6,First Class,Auto & Accessories,Car Mat,54,222,4,0.01,13.5,$1.40 ,Critical,CK-00403,Morton Mackendrick,Corporate,Quetzaltenango,Quezaltenango,Guatemala,Central,
AU-2015-404,4/19/2015,4/25/2015,6,First Class,Auto & Accessories,Car Seat Covers,114,199,2,0.04,24.9,$2.50 ,Critical,CH-00404,Hardin Roach,Consumer,Concarneau,Brittany,France,Central,
AU-2015-405,11/18/2015,11/26/2015,8,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,111,1,0.04,141.8,$14.20 ,Critical,IN-00405,Miles Gilpin,Consumer,Philadelphia,Pennsylvania,United States,East,
AU-2015-406,9/18/2015,9/26/2015,8,First Class,Auto & Accessories,Car Media Players,140,33,2,0.03,51.6,$5.20 ,Critical,IN-00406,Zimmerman Lichtenstein,Corporate,Matanzas,Matanzas,Cuba,Caribbean,
AU-2015-407,11/11/2015,11/19/2015,8,First Class,Auto & Accessories,Car Speakers,211,250,2,0.01,126.8,$12.70 ,Critical,TT-00407,Nelson Barnett,Consumer,Ghent,East Flanders,Belgium,Central,
AU-2015-408,5/22/2015,5/26/2015,4,First Class,Auto & Accessories,Car Body Covers,117,83,1,0.05,31.2,$3.10 ,Medium,NG-00408,Strickland Hwang,Corporate,Lakeland,Florida,United States,South,
AU-2015-409,9/30/2015,10/6/2015,6,First Class,Auto & Accessories,Car & Bike Care,118,192,5,0.04,14.4,$1.40 ,Critical,ON-00409,James Bolton,Consumer,Cologne,North Rhine-Westphalia,Germany,Central,
AU-2015-410,7/7/2015,7/10/2015,3,First Class,Auto & Accessories,Tyre,250,65,5,0.04,120,$12.00 ,Critical,WN-00410,Butler Brown,Corporate,Saint-Brieuc,Brittany,France,Central,
AU-2015-411,5/22/2015,5/28/2015,6,First Class,Auto & Accessories,Bike Tyres,72,130,3,0.02,24,$2.40 ,Medium,CH-00411,May Französisch,Consumer,Newcastle,New South Wales,Australia,Oceania,
AU-2015-412,6/20/2015,6/27/2015,7,First Class,Auto & Accessories,Car Mat,54,220,1,0.03,54,$5.40 ,Medium,PS-00412,Olsen Phelps,Corporate,Sofia,Sofiya-Grad,Bulgaria,EMEA,
AU-2015-413,5/12/2015,5/13/2015,1,First Class,Auto & Accessories,Car Seat Covers,114,104,3,0.03,23.7,$2.40 ,Critical,AN-00413,Johnson Abelman,Corporate,Kryvyy Rih,Dnipropetrovs'k,Ukraine,EMEA,
AU-2015-414,10/26/2015,10/27/2015,1,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,149,4,0.02,132.5,$13.30 ,Medium,EZ-00414,Stevenson Hernandez,Home Office,Carlisle,England,United Kingdom,North,
AU-2015-415,5/7/2015,5/17/2015,10,First Class,Auto & Accessories,Car Media Players,140,222,2,0.02,54.4,$5.40 ,High,NO-00415,Garrison Perrino,Consumer,Wetzlar,Hesse,Germany,Central,
AU-2015-416,3/7/2015,3/10/2015,3,First Class,Auto & Accessories,Car Speakers,211,199,2,0.03,118.3,$11.80 ,High,ON-00416,Kline Williamson,Home Office,Detroit,Michigan,United States,Central,
AU-2015-417,12/1/2015,12/8/2015,7,First Class,Auto & Accessories,Car Body Covers,117,111,1,0.03,33.5,$3.30 ,Medium,AN-00417,Morales Chapman,Home Office,Yuci,Shanxi,China,North Asia,
AU-2015-418,7/18/2015,7/22/2015,4,First Class,Auto & Accessories,Car & Bike Care,118,33,2,0.03,30.9,$3.10 ,Critical,LS-00418,Burnett Mills,Consumer,Shulan,Jilin,China,North Asia,
AU-2015-419,4/6/2015,4/9/2015,3,First Class,Auto & Accessories,Tyre,250,250,1,0.03,162.5,$16.30 ,Critical,ER-00419,Marquez Miller,Home Office,Dortmund,North Rhine-Westphalia,Germany,Central,
AU-2015-420,9/26/2015,10/3/2015,7,First Class,Auto & Accessories,Bike Tyres,72,83,3,0.02,24,$2.40 ,High,IN-00420,Cain Mccrossin,Home Office,Puebla,Puebla,Mexico,North,
AU-2015-421,6/30/2015,7/7/2015,7,First Class,Auto & Accessories,Car Mat,54,192,4,0.04,13.5,$1.40 ,Medium,AB-00421,Whitney Yedwab,Corporate,Seville,Andalusía,Spain,South,
AU-2015-422,5/7/2015,5/10/2015,3,First Class,Auto & Accessories,Car Seat Covers,114,65,3,0.05,16.9,$1.70 ,High,TT-00422,Larsen Patt,Consumer,Shantou,Guangdong,China,North Asia,
AU-2015-423,1/5/2015,1/6/2015,1,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,130,4,0.05,104.8,$10.50 ,Critical,RY-00423,Randall Murry,Corporate,Rockford,Illinois,United States,Central,
AU-2015-424,5/15/2015,5/19/2015,4,First Class,Auto & Accessories,Car Media Players,140,220,5,0.05,25,$2.50 ,High,NO-00424,Kim Eno,Corporate,Frankfurt,Hesse,Germany,Central,
AU-2015-425,10/10/2015,10/14/2015,4,First Class,Auto & Accessories,Car Speakers,211,104,4,0.04,97.2,$9.70 ,Medium,ER-00425,Woodard Pippenger,Home Office,Wellington,Wellington,New Zealand,Oceania,
AU-2015-426,12/2/2015,12/12/2015,10,First Class,Auto & Accessories,Car Body Covers,117,149,2,0.05,25.3,$2.50 ,High,LL-00426,Webb Castell,Corporate,Cabo de Santo Agostinho,Pernambuco,Brazil,South,
AU-2015-427,2/6/2015,2/16/2015,10,First Class,Auto & Accessories,Car & Bike Care,118,222,4,0.05,14.4,$1.40 ,Medium,ND-00427,Eaton Pond,Home Office,Philadelphia,Pennsylvania,United States,East,
AU-2015-428,9/25/2015,9/26/2015,1,First Class,Auto & Accessories,Tyre,250,199,5,0.03,132.5,$13.30 ,High,NN-00428,Moss Hoffmann,Consumer,Rasht,Gilan,Iran,EMEA,
AU-2015-429,4/9/2015,4/13/2015,4,First Class,Auto & Accessories,Bike Tyres,72,111,2,0.03,36,$3.60 ,High,NG-00429,Burns Chung,Consumer,La Rochelle,Poitou-Charentes,France,Central,
AU-2015-430,4/21/2015,4/27/2015,6,First Class,Auto & Accessories,Car Mat,54,33,1,0.02,54,$5.40 ,Medium,KE-00430,Holt Glocke,Corporate,Long Beach,New York,United States,East,
AU-2015-431,8/3/2015,8/8/2015,5,First Class,Auto & Accessories,Car Seat Covers,114,250,1,0.03,30.6,$3.10 ,High,LE-00431,Booth Pistole,Consumer,Wollongong,New South Wales,Australia,Oceania,
AU-2015-432,5/20/2015,5/27/2015,7,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,83,2,0.03,137.1,$13.70 ,High,UM-00432,Hood Mitchum,Home Office,Lunel,Languedoc-Roussillon,France,Central,
AU-2015-433,4/9/2015,4/12/2015,3,First Class,Auto & Accessories,Car Media Players,140,192,1,0.01,58.6,$5.90 ,Critical,EY-00433,Wallace Caffey,Corporate,Cajazeiras,Paraíba,Brazil,South,
AU-2015-434,7/5/2015,7/10/2015,5,First Class,Auto & Accessories,Car Speakers,211,65,2,0.02,122.6,$12.30 ,High,NG-00434,Garcia Armstrong,Consumer,Whangarei,Northland,New Zealand,Oceania,
AU-2015-435,1/10/2015,1/15/2015,5,First Class,Auto & Accessories,Car Body Covers,117,130,4,0.04,18.3,$1.80 ,High,ON-00435,Livingston Thornton,Consumer,Guyancourt,Ile-de-France,France,Central,
AU-2015-436,3/16/2015,3/22/2015,6,First Class,Auto & Accessories,Car & Bike Care,118,220,5,0.03,20.3,$2.00 ,High,ON-00436,Camacho Thompson,Home Office,Ninghai,Shandong,China,North Asia,
AU-2015-437,10/22/2015,10/25/2015,3,First Class,Auto & Accessories,Tyre,250,104,2,0.02,160,$16.00 ,High,PO-00437,Gallagher Ocampo,Corporate,Namur,Namur,Belgium,Central,
AU-2015-438,2/13/2015,2/19/2015,6,First Class,Auto & Accessories,Bike Tyres,72,149,5,0.01,14.4,$1.40 ,High,SS-00438,Mays Weiss,Consumer,Toronto,Ontario,Canada,Canada,
AU-2015-439,6/8/2015,6/15/2015,7,First Class,Auto & Accessories,Car Mat,54,222,2,0.03,27,$2.70 ,Medium,ON-00439,Daniel Harton,Corporate,Nagpur,Maharashtra,India,Central Asia,
AU-2015-440,6/1/2015,6/11/2015,10,First Class,Auto & Accessories,Car Seat Covers,114,199,2,0.04,24.9,$2.50 ,High,ER-00440,Diaz Bühler,Home Office,El Prat de Llobregat,Catalonia,Spain,South,
AU-2015-441,4/17/2015,4/26/2015,9,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,111,3,0.05,116.4,$11.60 ,Medium,RS-00441,Mercado Stivers,Consumer,Los Angeles,California,United States,West,
AU-2015-442,12/23/2015,1/1/2016,9,First Class,Auto & Accessories,Car Media Players,140,33,3,0.01,55.8,$5.60 ,High,OK-00442,Lewis Ashbrook,Corporate,Albacete,Castile-La Mancha,Spain,South,
AU-2015-443,4/11/2015,4/19/2015,8,First Class,Auto & Accessories,Car Speakers,211,250,3,0.05,99.4,$9.90 ,Medium,TE-00443,Sheppard Tate,Corporate,Maringá,Parana,Brazil,South,
AU-2015-444,5/20/2015,5/28/2015,8,First Class,Auto & Accessories,Car Body Covers,117,83,1,0.04,32.3,$3.20 ,Medium,ER-00444,Walters Fritzler,Corporate,Monterrey,Nuevo León,Mexico,North,
AU-2015-445,4/30/2015,5/8/2015,8,First Class,Auto & Accessories,Car & Bike Care,118,192,2,0.01,35.6,$3.60 ,High,OK-00445,Walker Ashbrook,Consumer,Santa Catarina,Nuevo León,Mexico,North,
AU-2015-446,2/23/2015,2/28/2015,5,First Class,Auto & Accessories,Tyre,250,65,4,0.05,120,$12.00 ,Critical,LD-00446,Myers Butterfield,Consumer,Angers,Pays de la Loire,France,Central,
AU-2015-447,1/26/2015,2/5/2015,10,First Class,Auto & Accessories,Bike Tyres,72,130,1,0.02,72,$7.20 ,Critical,PO-00447,Graham Cacioppo,Home Office,Yangon,Yangon,Myanmar (Burma),Southeast Asia,
AU-2015-448,6/13/2015,6/18/2015,5,First Class,Auto & Accessories,Car Mat,54,220,2,0.03,27,$2.70 ,Critical,LY-00448,Winters Shonely,Consumer,Utrecht,Utrecht,Netherlands,Central,
AU-2015-449,2/12/2015,2/17/2015,5,First Class,Auto & Accessories,Car Seat Covers,114,104,4,0.04,15.8,$1.60 ,High,ER-00449,Carey Roper,Consumer,San Salvador,San Salvador,El Salvador,Central,
AU-2015-450,8/13/2015,8/23/2015,10,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,149,3,0.04,123.3,$12.30 ,Critical,AN-00450,Dennis Holloman,Corporate,Suzhou,Anhui,China,North Asia,
AU-2015-451,6/1/2015,6/10/2015,9,First Class,Auto & Accessories,Car Media Players,140,222,5,0.01,53,$5.30 ,Medium,GE-00451,Christian Paige,Corporate,Managua,Managua,Nicaragua,Central,
AU-2015-452,12/4/2015,12/8/2015,4,First Class,Auto & Accessories,Car Speakers,211,199,3,0.04,105.7,$10.60 ,Critical,TZ-00452,Prince Schwartz,Consumer,Santa Cruz de la Sierra,Santa Cruz,Bolivia,South,
AU-2015-453,3/15/2015,3/23/2015,8,First Class,Auto & Accessories,Car Body Covers,117,111,4,0.04,18.3,$1.80 ,High,AN-00453,Williams Abelman,Corporate,Jacksonville,North Carolina,United States,South,
AU-2015-454,2/12/2015,2/22/2015,10,First Class,Auto & Accessories,Car & Bike Care,118,33,1,0.02,35.6,$3.60 ,Critical,ON-00454,Nash Melton,Home Office,New York City,New York,United States,East,
AU-2015-455,1/10/2015,1/18/2015,8,First Class,Auto & Accessories,Tyre,250,250,5,0.01,157.5,$15.80 ,High,NO-00455,Kim Eno,Corporate,Spokane,Washington,United States,West,
AU-2015-456,7/2/2015,7/7/2015,5,First Class,Auto & Accessories,Bike Tyres,72,83,3,0.04,24,$2.40 ,Medium,IE-00456,Clayton Marie,Consumer,Managua,Managua,Nicaragua,Central,
AU-2015-457,3/31/2015,4/9/2015,9,First Class,Auto & Accessories,Car Mat,54,192,3,0.05,18,$1.80 ,Critical,BE-00457,French Liebe,Corporate,Riyadh,Ar Riyad,Saudi Arabia,EMEA,
AU-2015-458,4/16/2015,4/25/2015,9,First Class,Auto & Accessories,Car Seat Covers,114,65,2,0.01,31.7,$3.20 ,Critical,ER-00458,Roberts Bavinger,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,
AU-2015-459,6/5/2015,6/9/2015,4,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,130,4,0.03,123.3,$12.30 ,Critical,TH-00459,Hogan Mcgrath,Home Office,Nicolás Romero,México,Mexico,North,
AU-2015-460,7/14/2015,7/23/2015,9,First Class,Auto & Accessories,Car Media Players,140,220,4,0.04,37.6,$3.80 ,Medium,CK-00460,Anthony Myrick,Consumer,Mexico City,Distrito Federal,Mexico,North,
AU-2015-461,7/29/2015,8/8/2015,10,First Class,Auto & Accessories,Car Speakers,211,104,5,0.03,99.4,$9.90 ,Critical,TZ-00461,Prince Schwartz,Consumer,Chicago,Illinois,United States,Central,
AU-2015-462,6/22/2015,7/1/2015,9,First Class,Auto & Accessories,Car Body Covers,117,149,5,0.02,25.3,$2.50 ,High,TE-00462,Ingram Huthwaite,Consumer,Aprilia,Lazio,Italy,South,
AU-2015-463,12/1/2015,12/9/2015,8,First Class,Auto & Accessories,Car & Bike Care,118,222,5,0.04,14.4,$1.40 ,High,ER-00463,Grant Collister,Corporate,Dhaka,Dhaka,Bangladesh,Central Asia,
AU-2015-464,2/9/2015,2/19/2015,10,First Class,Auto & Accessories,Tyre,250,199,3,0.02,155,$15.50 ,High,RT-00464,Bowen Hart,Consumer,Paris,Ile-de-France,France,Central,
AU-2015-465,8/16/2015,8/24/2015,8,First Class,Auto & Accessories,Bike Tyres,72,111,4,0.03,18,$1.80 ,High,RK-00465,Holmes Clark,Corporate,Allahabad,Uttar Pradesh,India,Central Asia,
AU-2015-466,5/8/2015,5/12/2015,4,First Class,Auto & Accessories,Car Mat,54,33,2,0.01,27,$2.70 ,High,LL-00466,Cohen Howell,Consumer,Genk,Limburg,Belgium,Central,
AU-2015-467,6/23/2015,6/26/2015,3,First Class,Auto & Accessories,Car Seat Covers,114,250,2,0.02,29.4,$2.90 ,Medium,ER-00467,Montoya Ritter,Corporate,Jiangyan,Jiangsu,China,North Asia,
AU-2015-468,5/25/2015,5/26/2015,1,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,83,2,0.01,146.4,$14.60 ,Critical,NS-00468,Palmer Collins,Consumer,Wilmington,Delaware,United States,East,
AU-2015-469,9/11/2015,9/16/2015,5,First Class,Auto & Accessories,Car Media Players,140,192,4,0.01,54.4,$5.40 ,Medium,EN-00469,Wall Olsen,Consumer,New York City,New York,United States,East,
AU-2015-470,5/28/2015,5/29/2015,1,First Class,Auto & Accessories,Car Speakers,211,65,5,0.05,78.3,$7.80 ,Medium,NG-00470,Caldwell Galang,Corporate,Yunyang,Henan,China,North Asia,
AU-2015-471,9/14/2015,9/20/2015,6,First Class,Auto & Accessories,Car Body Covers,117,130,1,0.04,32.3,$3.20 ,Critical,IN-00471,Torres Blumstein,Home Office,Anshan,Liaoning,China,North Asia,
AU-2015-472,8/5/2015,8/14/2015,9,First Class,Auto & Accessories,Car & Bike Care,118,220,2,0.02,33.3,$3.30 ,High,NS-00472,Vega Hopkins,Corporate,Leeds,England,United Kingdom,North,
AU-2015-473,5/25/2015,6/4/2015,10,First Class,Auto & Accessories,Tyre,250,104,1,0.04,160,$16.00 ,High,SE-00473,Acosta Morse,Corporate,Bandung,Jawa Barat,Indonesia,Southeast Asia,
AU-2015-474,2/14/2015,2/19/2015,5,First Class,Auto & Accessories,Bike Tyres,72,149,1,0.02,72,$7.20 ,High,TE-00474,Roth Seite,Consumer,Cuttack,Odisha,India,Central Asia,
AU-2015-475,6/18/2015,6/28/2015,10,First Class,Auto & Accessories,Car Mat,54,222,3,0.01,18,$1.80 ,High,IS-00475,Riley Davis,Corporate,Stourbridge,England,United Kingdom,North,
AU-2015-476,2/3/2015,2/13/2015,10,First Class,Auto & Accessories,Car Seat Covers,114,199,4,0.03,20.3,$2.00 ,Critical,OK-00476,Lewis Ashbrook,Corporate,Presidente Dutra,Maranhão,Brazil,South,
AU-2015-477,3/2/2015,3/9/2015,7,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,111,3,0.01,144.1,$14.40 ,Medium,RI-00477,Weiss Shariari,Consumer,Chimaltenango,Chimaltenango,Guatemala,Central,
AU-2015-478,1/26/2015,1/30/2015,4,First Class,Auto & Accessories,Car Media Players,140,33,1,0.04,54.4,$5.40 ,Medium,LL-00478,Oneal Norvell,Consumer,El Paso,Texas,United States,Central,
AU-2015-479,3/28/2015,3/29/2015,1,First Class,Auto & Accessories,Car Speakers,211,250,4,0.03,105.7,$10.60 ,High,EK-00479,Kemp Pistek,Consumer,Xuzhou,Jiangsu,China,North Asia,
AU-2015-480,11/30/2015,12/8/2015,8,First Class,Auto & Accessories,Car Body Covers,117,83,5,0.03,19.5,$1.90 ,High,DT-00480,Lawrence Degenhardt,Corporate,New York City,New York,United States,East,
AU-2015-481,12/19/2015,12/23/2015,4,First Class,Auto & Accessories,Car & Bike Care,118,192,1,0.04,33.3,$3.30 ,Medium,OV-00481,Waller Yotov,Corporate,South Shields,England,United Kingdom,North,
AU-2015-482,2/11/2015,2/17/2015,6,First Class,Auto & Accessories,Tyre,250,65,3,0.04,140,$14.00 ,High,ET-00482,King Bailliet,Consumer,Seattle,Washington,United States,West,
AU-2015-483,1/3/2015,1/6/2015,3,First Class,Auto & Accessories,Bike Tyres,72,130,1,0.05,72,$7.20 ,High,LE-00483,Booth Pistole,Consumer,Philadelphia,Pennsylvania,United States,East,
AU-2015-484,7/10/2015,7/16/2015,6,First Class,Auto & Accessories,Car Mat,54,220,5,0.01,10.8,$1.10 ,High,AL-00484,Whitaker Nazzal,Consumer,El Paso,Texas,United States,Central,
AU-2015-485,8/31/2015,9/3/2015,3,First Class,Auto & Accessories,Car Seat Covers,114,104,2,0.02,29.4,$2.90 ,High,ST-00485,Chan West,Home Office,Bekasi,Jawa Barat,Indonesia,Southeast Asia,
AU-2015-486,6/23/2015,6/25/2015,2,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,149,3,0.01,144.1,$14.40 ,Critical,CK-00486,Anthony Myrick,Consumer,Dewas,Madhya Pradesh,India,Central Asia,
AU-2015-487,4/17/2015,4/19/2015,2,First Class,Auto & Accessories,Car Media Players,140,222,3,0.02,51.6,$5.20 ,Medium,ER-00487,Pruitt Reiter,Consumer,Puertollano,Castile-La Mancha,Spain,South,
AU-2015-488,6/15/2015,6/25/2015,10,First Class,Auto & Accessories,Car Speakers,211,199,2,0.05,109.9,$11.00 ,Critical,SE-00488,Manning House,Consumer,Porirua,Wellington,New Zealand,Oceania,
AU-2015-489,4/14/2015,4/21/2015,7,First Class,Auto & Accessories,Car Body Covers,117,111,2,0.03,30,$3.00 ,Critical,MI-00489,Hurst Shami,Consumer,Kaifeng,Henan,China,North Asia,
AU-2015-490,10/7/2015,10/9/2015,2,First Class,Auto & Accessories,Car & Bike Care,118,33,1,0.04,33.3,$3.30 ,High,TZ-00490,Rivas Voltz,Corporate,Gold Coast,Queensland,Australia,Oceania,
AU-2015-491,3/16/2015,3/22/2015,6,First Class,Auto & Accessories,Tyre,250,250,1,0.01,167.5,$16.80 ,Medium,EY-00491,Greene Decherney,Consumer,Vienna,Vienna,Austria,Central,
AU-2015-492,5/31/2015,6/2/2015,2,First Class,Auto & Accessories,Bike Tyres,72,83,2,0.03,36,$3.60 ,High,PS-00492,Olsen Phelps,Corporate,Santiago de Cuba,Santiago de Cuba,Cuba,Caribbean,
AU-2015-493,3/31/2015,4/7/2015,7,First Class,Auto & Accessories,Car Mat,54,192,4,0.05,13.5,$1.40 ,Medium,ER-00493,Holland Foster,Corporate,Suining,Sichuan,China,North Asia,
AU-2015-494,5/1/2015,5/7/2015,6,First Class,Auto & Accessories,Car Seat Covers,114,65,5,0.02,22.6,$2.30 ,Medium,AN-00494,Perry Brennan,Consumer,Tongi,Dhaka,Bangladesh,Central Asia,
AU-2015-495,3/30/2015,4/6/2015,7,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,130,5,0.05,93.3,$9.30 ,High,ER-00495,Carey Roper,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,Caribbean,
AU-2015-496,12/3/2015,12/8/2015,5,First Class,Auto & Accessories,Car Media Players,140,220,4,0.01,54.4,$5.40 ,Critical,NI-00496,Blanchard Vittorini,Consumer,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,
AU-2015-497,9/8/2015,9/14/2015,6,First Class,Auto & Accessories,Car Speakers,211,104,1,0.01,128.9,$12.90 ,Medium,ND-00497,Henry Chand,Consumer,Bogotá,Bogota,Colombia,South,
AU-2015-498,9/28/2015,10/6/2015,8,First Class,Auto & Accessories,Car Body Covers,117,149,5,0.02,25.3,$2.50 ,Medium,PE-00498,Flowers Kampe,Consumer,Mixco,Guatemala,Guatemala,Central,
AU-2015-499,7/29/2015,8/3/2015,5,First Class,Auto & Accessories,Car & Bike Care,118,222,1,0.02,35.6,$3.60 ,High,TE-00499,Powers Gute,Consumer,Houston,Texas,United States,Central,
AU-2015-500,8/13/2015,8/15/2015,2,First Class,Auto & Accessories,Tyre,250,199,5,0.03,132.5,$13.30 ,Critical,ER-00500,Gray Boeckenhauer,Consumer,Anqing,Anhui,China,North Asia,
AU-2015-501,8/16/2015,8/24/2015,8,First Class,Auto & Accessories,Bike Tyres,72,111,2,0.01,36,$3.60 ,High,ER-00501,Russo Webber,Consumer,Montréal,Quebec,Canada,Canada,
AU-2015-502,9/4/2015,9/9/2015,5,First Class,Auto & Accessories,Car Mat,54,33,5,0.03,10.8,$1.10 ,Critical,RI-00502,Clay Molinari,Home Office,Mumbai,Maharashtra,India,Central Asia,
AU-2015-503,4/2/2015,4/12/2015,10,First Class,Auto & Accessories,Car Seat Covers,114,250,5,0.05,5.5,$0.60 ,Critical,LE-00503,Brady Lonsdale,Consumer,Lowell,Massachusetts,United States,East,
AU-2015-504,3/12/2015,3/18/2015,6,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,83,3,0.05,116.4,$11.60 ,High,RR-00504,Peters Derr,Corporate,Kharkiv,Kharkiv,Ukraine,EMEA,
